Seq,GameSeq,DimDateKey,DimTeamKey,HomeAway,SU_Win_Flag,ATS_Win_Flag,TeamScore,Off_Pass,Off_Run,Def_Pass,Def_Run,Int_Rt,Def_Int_Rt,Fuml_Rt,Pen_Rt,Yrd_Winner,DefRank,Pass_Yards,Rush_Yards,Sack_Yards,Int,Net_Fuml,Pass_TDs,Rush_TDs,Other_Points,tot_yrd_last_10,tot_yrd_season,tot_ypg_last_10,tot_ypg_season,last_10_game_ypg_rank,season_ypg_rank
39,201710,20171112,2,1,1,0,27,6.433333333,3.882352941,2,5.095238095,0.033333333,0,0,0.078125,1,0,204,132,11,1,0,2,1,6,3566,2842,324,315,17,13
42,201710,20171112,4,1,0,1,10,4.1,4.6,7.36,6.208333333,0.033333333,0,0.022222222,0.177777777,0,0,129,69,6,1,0,1,0,3,3555,2755,323,306,16,11
53,201710,20171113,5,1,1,0,45,7.257142857,8.166666667,5.756756757,5.882352941,0,0.027027027,0,0.084507042,1,0,254,294,0,0,0,4,2,3,3669,2942,333,326,19,18
43,201710,20171112,6,1,0,1,16,5.975,3.235294118,5.428571429,4.324324324,0,0,0.017543859,0.140350877,0,0,268,55,29,0,1,1,0,9,3844,2970,349,330,22,20
48,201710,20171112,7,0,0,0,20,6.805555556,3.785714286,4.333333333,5,0,0.020833333,0.04,0.24,0,0,255,53,10,0,2,2,1,-1,3450,2845,313,316,11,14
32,201710,20171112,8,0,0,1,24,4.25,6.090909091,7.766666667,5.473684211,0.022727272,0.033333333,0.012987012,0.09090909,1,0,212,201,25,1,1,1,2,3,3773,2976,343,330,21,20
51,201710,20171112,9,0,0,1,7,2,5.095238095,6.433333333,3.882352941,0,0.033333333,0.033898305,0.084745762,0,0,126,107,50,0,2,0,1,0,3360,2699,305,299,7,7
29,201710,20171112,10,1,0,1,16,6.696969697,4.214285714,7.657894737,3.413793103,0.03030303,0,0.016393442,0.081967213,0,0,221,118,0,1,1,1,0,9,4180,3545,380,393,28,28
44,201710,20171112,11,1,1,0,38,7.766666667,5.473684211,4.25,6.090909091,0.033333333,0.022727273,0,0.142857142,0,0,241,104,8,1,0,3,1,10,3289,2695,299,299,6,7
31,201710,20171112,12,0,1,0,23,5.428571429,4.324324324,5.975,3.235294118,0,0,0,0.076923076,1,0,182,160,30,0,0,1,1,9,3503,2665,318,296,13,6
50,201710,20171112,13,0,0,1,7,4.282051282,3.56,7.731707317,4.16,0.051282051,0,0.03125,0.125,0,0,194,89,27,2,2,1,0,0,3389,2806,308,311,9,12
45,201710,20171112,14,1,0,1,17,6.296296296,2.448275862,6.875,2.933333333,0.037037037,0.03125,0,0.160714285,0,0,196,71,26,1,0,2,0,3,3135,2483,285,275,4,3
46,201710,20171112,15,1,1,1,20,4.685185185,5,6.351351351,2.9,0.037037037,0.027027027,0,0.111111111,1,0,263,135,10,2,0,1,1,6,3711,3017,337,335,20,22
54,201710,20171113,17,0,0,1,21,5.756756757,5.882352941,7.257142857,8.166666667,0.027027027,0,0,0.129629629,0,0,213,100,0,1,0,2,1,0,2891,2621,262,262,1,1
49,201710,20171112,18,0,1,0,38,10.48275862,3.290322581,6.5,3,0.068965517,0.02173913,0,0.05,1,0,304,102,0,2,0,4,1,3,3615,2895,328,321,18,15
41,201710,20171112,19,0,1,0,41,7.657894737,3.413793103,6.696969697,4.214285714,0,0.03030303,0,0.014925373,1,0,297,99,6,0,0,3,1,13,2969,2466,269,274,2,2
30,201710,20171112,20,0,1,0,47,7.36,6.208333333,4.1,4.6,0,0.033333333,0.01369863,0.05479452,1,0,184,298,0,0,1,0,6,5,3893,3102,353,344,23,23
52,201710,20171112,21,0,0,1,21,6.175,4.956521739,11.52,5.636363636,0,0.04,0.015873015,0.063492063,0,0,260,114,13,0,1,2,0,7,3920,3568,356,356,25,24
47,201710,20171112,22,0,0,1,10,3.911111111,2.947368421,5,2.903225807,0.022222222,0.028571429,0.03125,0.125,0,0,219,56,43,1,1,1,0,3,3883,3286,353,365,23,26
33,201710,20171112,25,0,1,0,20,6.875,2.933333333,6.296296296,2.448275862,0.03125,0.037037037,0.016129032,0.14516129,1,0,228,88,8,1,0,2,0,6,4046,3607,367,360,26,25
34,201710,20171112,26,0,0,0,17,6.351351351,2.9,4.685185185,5,0.027027027,0.037037037,0.029850746,0.104477611,0,0,235,87,0,1,1,2,0,3,3132,2512,284,279,3,4
40,201710,20171112,27,1,1,0,31,11.52,5.636363636,6.175,4.956521739,0.04,0,0.017241379,0.103448275,1,0,288,186,0,1,1,2,2,3,4147,3470,377,385,27,27
27,201710,20171109,28,0,1,0,22,5.027027027,3.260869565,4.87755102,1.416666667,0,0,0.016666666,0.2,0,0,212,75,26,0,0,2,0,8,3512,2913,319,323,14,16
38,201710,20171112,29,1,1,0,33,7.731707317,4.16,4.282051282,3.56,0,0.051282051,0,0.151515151,1,0,339,104,22,0,0,3,0,12,3510,2947,319,327,14,19
35,201710,20171112,30,1,1,0,15,5,2.903225807,3.911111111,2.947368421,0.028571428,0.022222222,0.015151515,0.09090909,1,0,181,90,6,1,0,1,0,8,3471,3249,315,324,12,17
36,201710,20171112,31,1,1,1,24,4.333333333,5,6.805555556,3.785714286,0.020833333,0,0.011904761,0.059523809,1,0,236,180,28,1,1,1,2,3,3417,2719,310,302,10,9
37,201710,20171112,32,1,0,1,30,6.5,3,10.48275862,3.290322581,0.02173913,0.068965517,0.01369863,0.02739726,0,0,313,81,14,1,0,1,2,9,3258,2567,296,285,5,5
64,201711,20171119,1,0,0,1,21,6.416666667,2.666666667,6.545454546,3.941176471,0.055555555,0.03030303,0.018518518,0.185185185,0,0,244,48,13,2,0,3,0,0,3592,3232,326,323,15,16
82,201711,20171120,2,0,1,0,34,6.607142857,2.966666667,4.217391304,5.913043478,0,0.02173913,0.034482758,0.120689655,0,0,190,89,5,0,1,2,1,13,3391,2986,308,298,11,8
74,201711,20171119,3,0,1,0,23,4.483870968,2.230769231,3.357142857,3,0.032258064,0.071428571,0.017543859,0.052631578,0,0,161,58,22,1,0,1,1,9,3614,3140,328,314,18,12
68,201711,20171119,4,0,0,1,24,5.4,7.863636364,7.421052632,4.171428571,0.125,0,0.032258064,0.096774193,0,0,220,173,4,5,1,1,2,3,3774,3409,343,340,22,21
58,201711,20171119,6,1,0,1,24,5.580645161,7.4,8.088235294,2.708333333,0,0,0.016393442,0.081967213,1,0,176,222,3,0,1,1,2,3,3726,3362,338,336,21,20
69,201711,20171119,7,0,1,0,20,4.740740741,1.884615385,4.533333333,3.294117647,0,0.022222222,0.037735849,0.056603773,0,0,141,49,13,0,0,3,0,-1,2852,2631,259,263,1,1
59,201711,20171119,8,1,0,1,7,2.405405405,2.777777778,4.25,3.159090909,0.054054054,0,0.09090909,0,0,0,134,50,45,2,3,1,0,0,3058,2687,278,268,2,2
70,201711,20171119,9,1,0,1,9,2.25,4.148148148,6.222222222,6.515151515,0.083333333,0,0.015873015,0.031746031,0,0,113,112,32,3,1,0,0,9,3115,2933,283,293,3,6
79,201711,20171119,10,1,0,1,17,4.533333333,3.294117647,4.740740741,1.884615385,0.022222222,0,0.012658227,0.063291139,1,0,229,112,25,1,1,1,1,3,3374,3047,306,304,8,10
72,201711,20171119,11,0,1,0,27,8.088235294,2.708333333,5.580645161,7.4,0,0,0.034482758,0.103448275,0,0,287,65,12,0,1,2,0,13,3379,3014,307,301,9,9
60,201711,20171119,12,1,0,1,0,3.357142857,3,4.483870968,2.230769231,0.071428571,0.032258065,0.059701492,0.074626865,1,0,190,75,49,3,2,0,0,0,3261,2906,296,290,7,5
61,201711,20171119,13,1,1,0,31,6.545454546,3.941176471,6.416666667,2.666666667,0.03030303,0.055555556,0.059701492,0.089552238,1,0,223,134,7,1,1,2,2,3,3377,3257,307,325,9,18
73,201711,20171119,15,0,1,0,19,4.25,3.159090909,2.405405405,2.777777778,0,0.054054054,0.065789473,0.078947368,1,0,145,139,9,0,1,1,0,12,3220,2934,292,293,5,6
67,201711,20171119,16,0,0,0,9,5.428571429,4.620689655,5.694444444,3.5,0.071428571,0.027777778,0.014084507,0.126760563,1,0,229,134,1,3,0,0,0,9,4235,3833,385,383,27,27
57,201711,20171119,17,1,0,1,20,8.902439024,4.368421053,6.868421053,2.208333333,0.073170731,0,0.066666666,0.283333333,1,0,365,83,0,3,2,2,0,6,4048,3727,368,372,25,26
75,201711,20171119,18,1,1,0,24,7.368421053,4.885714286,4.948717949,2.647058824,0,0,0,0.09589041,1,0,280,171,0,0,0,1,2,3,3513,3241,319,324,14,17
62,201711,20171119,19,0,1,0,33,8.5,4.45,4.66,5.190476191,0,0.02,0.017241379,0.034482758,1,0,331,89,8,0,0,3,0,12,3851,3582,350,358,24,24
76,201711,20171119,20,1,1,1,34,8.488372093,6.956521739,8.176470588,4.727272727,0.023255813,0,0,0.106060606,1,0,375,160,10,1,0,2,1,13,3699,3408,336,340,20,21
77,201711,20171119,21,1,1,1,12,5.694444444,3.5,5.428571429,4.620689655,0.027777777,0.071428571,0.014705882,0.073529411,0,0,205,112,0,1,0,0,1,5,4064,3681,369,368,26,25
80,201711,20171119,23,1,0,1,8,4.66,5.190476191,8.5,4.45,0.02,0,0.014084507,0.112676056,0,0,235,109,2,1,1,1,0,1,4239,3881,385,388,27,28
63,201711,20171119,24,0,1,0,37,6.222222222,6.515151515,2.25,4.148148148,0,0.083333333,0,0.05,1,0,168,215,0,0,0,2,2,9,3596,3193,326,319,15,14
55,201711,20171116,25,1,1,0,40,5.604166667,3.095238095,5.692307692,2.476190476,0,0.102564103,0.014492753,0.101449275,1,0,284,65,15,0,0,4,0,12,3424,3152,311,315,12,13
78,201711,20171119,26,1,1,0,54,7.421052632,4.171428571,5.4,7.863636364,0,0.125,0.01369863,0.01369863,1,0,283,146,1,0,0,2,2,26,3836,3527,348,352,23,23
81,201711,20171120,28,1,0,1,31,4.217391304,5.913043478,6.607142857,2.966666667,0.02173913,0,0.014492753,0.130434782,1,0,224,136,30,1,1,2,1,10,3421,3054,311,305,12,11
65,201711,20171119,29,0,0,1,7,4.948717949,2.647058824,7.368421053,4.885714286,0,0,0.017857142,0.142857142,0,0,209,45,16,0,1,0,1,0,3144,2821,285,282,4,4
71,201711,20171119,30,0,1,0,30,6.868421053,2.208333333,8.902439024,4.368421053,0,0.073170732,0,0.14516129,0,0,268,53,7,0,0,2,0,16,3594,3263,326,326,15,19
56,201711,20171116,31,0,0,1,17,5.692307692,2.476190476,5.604166667,3.095238095,0.102564102,0,0,0.15,0,0,264,52,42,4,0,1,1,3,3215,2784,292,278,5,3
66,201711,20171119,32,0,0,0,31,8.176470588,4.727272727,8.488372093,6.956521739,0,0.023255814,0.014925373,0.134328358,0,0,300,156,22,0,0,3,1,3,3657,3201,332,320,19,15
100,201712,20171126,1,1,1,1,27,5.923076923,3.483870968,2.666666667,4.136363636,0.025641025,0.027777778,0.028571428,0.142857142,1,0,236,108,5,1,1,2,0,13,2999,2999,272,272,2,2
89,201712,20171126,2,1,1,0,34,10.22222222,5.285714286,6.111111111,4.086956522,0,0,0.015625,0.0625,1,0,368,148,0,0,1,2,2,6,4239,4239,385,385,32,32
114,201712,20171127,3,1,1,1,23,4.323529412,4.483870968,5.692307692,2.64,0,0.051282051,0,0.107692307,0,0,155,139,8,0,0,0,2,9,3511,3511,319,319,15,15
111,201712,20171126,4,0,1,0,16,4.677419355,2.810810811,4.289473684,2.894736842,0,0.02631579,0.014705882,0.088235294,1,0,164,104,19,0,0,1,0,9,3931,3931,357,357,29,29
102,201712,20171126,5,0,1,0,35,4.516129032,4.393939394,6.58974359,4.192307692,0,0,0.015625,0.15625,0,0,154,145,14,0,0,0,2,21,3523,3523,320,320,16,16
103,201712,20171126,6,0,0,1,3,3.457142857,0.428571429,6,5.333333333,0.057142857,0,0.040816326,0.183673469,0,0,134,6,13,2,0,0,0,3,3069,3069,279,279,4,4
90,201712,20171126,7,1,1,0,30,7.034482759,5.066666667,5.666666667,5.451612903,0,0,0,0.06779661,0,0,209,152,5,0,0,2,1,9,3263,3263,296,296,8,8
109,201712,20171126,8,0,0,1,16,5.666666667,5.451612903,7.034482759,5.066666667,0,0,0.014925373,0.104477611,1,0,236,169,32,0,0,0,1,9,3447,3447,313,313,13,13
84,201712,20171123,9,1,0,1,6,5.413793103,3.95,13.15151515,2.454545455,0.068965517,0,0.020408163,0.142857142,0,0,168,79,11,2,0,0,1,-1,3656,3656,332,332,22,22
95,201712,20171126,10,0,0,1,14,3.25,3.470588235,9.038461539,2.810810811,0.025,0,0.017543859,0.157894736,0,0,160,59,30,1,0,2,0,0,3792,3792,344,344,26,26
83,201712,20171123,11,1,0,1,23,5.842105263,3.533333333,8.1875,3.317073171,0.026315789,0,0.037735849,0.150943396,0,0,236,53,14,1,1,2,0,9,3100,3100,281,281,6,6
101,201712,20171126,12,0,0,0,28,6.966666667,3.333333333,7.195652174,5.041666667,0,0.043478261,0,0.055555555,0,0,227,80,18,0,0,3,1,0,3081,3081,280,280,5,5
113,201712,20171127,13,0,0,0,16,5.692307692,2.64,4.323529412,4.483870968,0.051282051,0,0.03125,0.09375,1,0,237,66,15,2,1,0,1,9,3201,3201,291,291,7,7
91,201712,20171126,14,1,0,1,16,3.621621622,3.708333333,7.36,3.285714286,0,0.08,0.032786885,0.147540983,0,0,165,89,31,0,1,0,1,9,3406,3406,309,309,10,10
106,201712,20171126,15,0,0,0,24,2.666666667,4.136363636,5.923076923,3.483870968,0.027777777,0.025641026,0.051724137,0.086206896,0,0,128,91,32,1,2,0,2,10,3471,3471,315,315,14,14
92,201712,20171126,16,1,0,1,10,4.289473684,2.894736842,4.677419355,2.810810811,0.026315789,0,0,0.105263157,0,0,181,55,18,1,0,1,0,3,3744,3744,340,340,24,24
112,201712,20171126,17,0,0,1,17,2.268292683,3.52631579,7.413793103,5.157894737,0.048780487,0.034482759,0.033333333,0.1,0,0,154,67,61,2,1,1,0,10,4096,4096,372,372,30,30
86,201712,20171123,18,0,1,0,30,8.1875,3.317073171,5.842105263,3.533333333,0,0.02631579,0,0.123287671,1,0,272,136,10,0,0,2,2,2,3756,3756,341,341,25,25
93,201712,20171126,19,1,1,0,35,7.413793103,5.157894737,2.268292683,3.52631579,0.034482758,0.048780488,0.059701492,0.104477611,1,0,221,196,6,1,1,4,1,0,3619,3619,329,329,21,21
104,201712,20171126,20,0,0,1,20,5.714285714,7.235294118,6.25,3.52,0,0.020833333,0.019230769,0.134615384,0,0,223,123,23,0,0,1,1,6,3560,3560,323,323,18,18
88,201712,20171123,21,0,0,1,10,1.903225807,3.5,4.324324324,3.935483871,0.032258064,0.027027027,0.018181818,0.109090909,0,0,86,84,27,1,0,0,0,10,3537,3537,321,321,17,17
96,201712,20171126,22,1,0,1,27,6.58974359,4.192307692,4.516129032,4.393939394,0,0,0.03076923,0.107692307,1,0,282,109,25,0,1,3,0,6,2998,2998,272,272,2,2
94,201712,20171126,23,1,1,0,21,9.038461539,2.810810811,3.25,3.470588235,0,0.025,0.015873015,0.111111111,1,0,244,104,9,0,1,2,1,0,2949,2949,268,268,1,1
97,201712,20171126,24,1,1,0,31,6,5.333333333,3.457142857,0.428571429,0,0.057142857,0.05479452,0.150684931,1,0,244,176,4,0,3,3,0,10,3421,3421,311,311,11,11
107,201712,20171126,25,1,1,1,31,7.195652174,5.041666667,6.966666667,3.333333333,0.04347826,0,0.014285714,0.071428571,1,0,341,121,10,2,1,4,0,3,3584,3584,325,325,19,19
87,201712,20171123,26,0,1,0,28,13.15151515,2.454545455,5.413793103,3.95,0,0.068965517,0.015151515,0.075757575,1,0,434,81,0,0,0,3,0,7,3697,3697,336,336,23,23
99,201712,20171126,27,1,0,1,13,4.023255814,3.5,6.705882353,3,0.023255813,0.029411765,0.014925373,0.104477611,0,0,196,84,23,1,0,1,0,6,3266,3266,296,296,8,8
105,201712,20171126,28,0,1,0,24,6.705882353,3,4.023255814,3.5,0.029411764,0.023255814,0.015625,0.09375,1,0,228,90,0,1,0,2,1,3,3863,3863,351,351,28,28
98,201712,20171126,29,1,1,0,26,6.25,3.52,5.714285714,7.235294118,0.020833333,0,0.01369863,0.123287671,1,0,327,88,27,1,0,2,0,12,3593,3593,326,326,20,20
108,201712,20171126,30,0,0,1,20,6.111111111,4.086956522,10.22222222,5.285714286,0,0,0,0.029411764,0,0,279,94,4,0,0,0,2,6,3427,3427,311,311,11,11
110,201712,20171126,31,0,1,0,20,7.36,3.285714286,3.621621622,3.708333333,0.08,0,0,0.037735849,1,0,184,92,0,2,0,1,1,6,3852,3852,350,350,27,27
85,201712,20171123,32,1,1,0,20,4.324324324,3.935483871,1.903225807,3.5,0.027027027,0.032258065,0,0.117647058,1,0,201,122,41,1,0,2,0,6,4129,4129,375,375,31,31
134,201713,20171203,1,1,0,1,16,4.394736842,4.916666667,6.4375,3.75,0.052631578,0.03125,0.016129032,0.064516129,0,0,194,118,27,2,0,1,1,2,3648,3865,331,322,21,18
117,201713,20171203,2,1,0,1,9,5.965517241,4.636363636,5.84375,3.387096774,0,0,0,0.137254901,0,0,173,102,0,0,0,0,0,9,3016,3355,274,279,1,3
118,201713,20171203,3,1,1,0,44,7.472222222,3.740740741,7.351351351,3.25,0,0.054054054,0.015873015,0.031746031,1,0,269,101,0,0,0,2,2,16,3802,4104,345,342,26,26
119,201713,20171203,4,1,0,1,3,1.447368421,7.038461539,6.96969697,5.457142857,0.026315789,0.03030303,0,0.046875,0,0,85,183,30,1,0,0,0,3,3833,4350,348,362,27,29
132,201713,20171203,5,0,0,1,21,5.033333333,4.869565217,6.527777778,5.285714286,0,0,0.056603773,0.113207547,0,0,167,112,16,0,1,2,1,0,3392,3855,308,321,10,17
120,201713,20171203,6,1,0,1,14,4,3.263157895,6.743589744,3.235294118,0,0.025641026,0.055555555,0.111111111,0,0,85,62,17,0,0,1,0,7,3735,3995,339,332,23,23
145,201713,20171204,7,1,0,1,20,5.578947368,5.909090909,6.682926829,4.181818182,0,0.024390244,0,0.216666666,0,0,223,130,11,0,0,2,0,6,3197,3426,290,285,6,6
125,201713,20171203,8,0,0,0,10,5.4,4.045454546,7.409090909,3.76,0.028571428,0,0.017543859,0.070175438,0,0,202,89,13,1,1,1,0,3,3624,3938,329,328,20,20
116,201713,20171130,9,1,1,0,38,3.652173913,4.333333333,4.804878049,2.947368421,0,0.048780488,0,0.046153846,1,0,93,182,9,0,0,2,2,10,3469,3785,315,315,15,12
131,201713,20171203,10,0,0,1,9,3.045454546,4.47826087,6.147058824,4.833333333,0.068181818,0.058823529,0.029850746,0.134328358,0,0,167,103,33,3,0,0,0,9,3514,3876,319,323,16,19
136,201713,20171203,11,0,0,1,20,7.351351351,3.25,7.472222222,3.740740741,0.054054054,0,0.032786885,0.098360655,0,0,294,78,22,2,1,1,2,-1,3362,3573,305,297,8,7
121,201713,20171203,12,1,1,0,26,2.916666667,6.862068966,4.871794872,4.714285714,0.041666666,0,0,0.132075471,0,0,77,199,7,1,0,0,2,12,4175,4475,379,372,32,31
124,201713,20171203,13,0,0,1,13,5.603773585,2.409090909,5.68,7.92,0.018867924,0,0.013333333,0.146666666,1,0,331,53,34,1,0,1,0,6,3428,3786,311,315,11,12
128,201713,20171203,14,0,0,1,10,3.1,5.423076923,8.702702703,3.555555556,0.05,0,0.015151515,0.06060606,0,0,149,141,25,2,0,1,0,3,3078,3281,279,273,2,1
122,201713,20171203,15,1,1,0,30,8.702702703,3.555555556,3.1,5.423076923,0,0.05,0.015625,0.09375,1,0,330,96,8,0,0,2,1,9,3909,4253,355,354,28,28
123,201713,20171203,16,0,0,1,31,10.22857143,10.18181818,9.194444444,3.204081633,0,0,0,0.173913043,0,0,362,112,4,0,0,4,0,3,3600,3997,327,333,19,24
141,201713,20171203,17,1,1,0,35,6.147058824,4.833333333,3.045454546,4.47826087,0.058823529,0.068181818,0.015625,0.109375,1,0,222,145,13,2,1,2,1,14,3072,3283,279,273,2,1
135,201713,20171203,18,0,1,0,14,5.84375,3.387096774,5.965517241,4.636363636,0,0,0,0.095238095,1,0,207,105,20,0,0,2,0,0,3451,3739,313,311,13,10
137,201713,20171203,19,0,1,0,23,6.96969697,5.457142857,1.447368421,7.038461539,0.03030303,0.02631579,0,0.132352941,1,0,244,191,14,1,0,0,2,9,3941,4149,358,345,29,27
142,201713,20171203,20,1,1,0,31,6.527777778,5.285714286,5.033333333,4.869565217,0,0,0.015625,0.109375,1,0,252,148,17,0,1,1,3,3,3165,3382,287,281,5,5
129,201713,20171203,21,0,0,0,17,5.081081081,2.708333333,7.486486487,4.103448276,0,0,0.032786885,0.016393442,0,0,200,65,12,0,2,1,1,3,3714,4052,337,337,22,25
143,201713,20171203,22,1,1,0,38,9.194444444,3.204081633,10.22857143,10.18181818,0,0,0,0.058823529,1,0,331,157,0,0,0,1,3,10,4060,4415,369,367,30,30
139,201713,20171203,23,1,1,1,24,7.486486487,4.103448276,5.081081081,2.708333333,0,0,0.06060606,0.09090909,1,0,282,119,5,0,1,1,2,3,4148,4518,377,376,31,32
130,201713,20171203,24,0,0,1,10,6.375,3.769230769,5.787878788,4.04,0.020833333,0,0.027027027,0.094594594,1,0,327,98,21,1,1,1,0,3,3326,3673,302,306,7,8
146,201713,20171204,25,0,1,0,23,6.682926829,4.181818182,5.578947368,5.909090909,0.024390243,0,0,0.111111111,1,0,282,92,8,1,0,2,0,9,3568,3810,324,317,17,15
133,201713,20171203,26,1,1,1,19,7.409090909,3.76,5.4,4.045454546,0,0.028571429,0.028985507,0.072463768,1,0,335,94,9,0,0,1,0,12,3431,3679,311,306,11,8
138,201713,20171203,27,0,1,0,15,6.743589744,3.235294118,4,3.263157895,0.025641025,0,0.01369863,0.109589041,1,0,278,110,15,1,0,0,0,15,3457,3792,314,316,14,14
140,201713,20171203,28,1,1,0,24,5.787878788,4.04,6.375,3.769230769,0,0.020833333,0,0.086206896,0,0,209,101,18,0,0,3,0,3,3103,3358,282,279,4,3
126,201713,20171203,29,0,1,0,32,6.4375,3.75,4.394736842,4.916666667,0.03125,0.052631579,0.017857142,0.125,1,0,213,90,7,1,0,2,0,18,3385,3747,307,312,9,11
127,201713,20171203,30,0,0,1,20,4.871794872,4.714285714,2.916666667,6.862068966,0,0.041666667,0.04054054,0.108108108,1,0,230,165,40,0,1,2,0,6,3772,3972,342,331,25,22
